id,study_name,effect_key,b,s,n,specialty,outcome_group,outcome_flag,outcome_nr,comparison_nr,RCT,study_year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama3-70b-8192,llama-3_1-70b-versatile,mixtral-8x7b-32768,gemma-7b-it,human_response,MV,llama3-8b-8192_cleaned,llama3-70b-8192_cleaned,llama-3_1-70b-versatile_cleaned,mixtral-8x7b-32768_cleaned,gemma-7b-it_cleaned,MV_cleaned,gold_answer_GPT4_cleaned,gemini-1_5-flash-002,gemini-1_5-flash-002_tokens,gemini-1_5-flash-002_logprobs,gemini-1_5-pro-002,gemini-1_5-flash-002_cleaned,gemini-1_5-pro-002_cleaned,meta-llama_Llama-3_2-1B-Instruct,meta-llama_Llama-3_2-1B-Instruct_cleaned,meta-llama_Llama-3_2-3B-Instruct,meta-llama_Llama-3_2-3B-Instruct_cleaned,meta-llama_Llama-3_2-1B-Instruct_probs,meta-llama_Llama-3_2-3B-Instruct_probs,microsoft_Phi-3_5-mini-instruct,google_gemma-2-2b-it,microsoft_Phi-3_5-mini-instruct_cleaned,google_gemma-2-2b-it_cleaned,microsoft_Phi-3_5-mini-instruct_probs,google_gemma-2-2b-it_probs,label,question,question_id,user,status
CD000018,Wester 1996,STD-Wester-1996 0.462 0.4 24 24,-1.26566637333128,0.624543345216639,48,Emergency & Trauma,efficacy,DICH,1,14,no,1996.0,Recurrent ankle sprain,Rehabilitation: wobble board (ankle disk) exercises v control,-2.02654688905899,negative,negative,negative,negative.,negative,"negative.

a recurrent",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99791703169569,"negative
",neg,neg,negative.,neg,negative.,neg,0.5842467687762959,0.9458775784367528, negative,"negative 
",neg,neg,0.9924171010213212,0.5733201732672916,,"In a medical study on 'Rehabilitation: wobble board (ankle disk) exercises v control', the outcome is 'Recurrent ankle sprain'. Is this considered a positive or negative health outcome?",Q36,empty,available
CD000019,ACTOBAT 1995,STD-ACTOBAT-1995 1.229 0.179 699 698,0.224813869668154,0.194880886688445,1397,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1995.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (intention-to-treat),1.15359629919769,negative,negative,negative,negative.,negative,"negative.

death prior",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9715637890010614,"negative
",neg,neg,negative.,neg,negative.,neg,0.582878752005497,0.8724127413856602, negative,"negative 
",neg,neg,0.9875478857804324,0.617561053341585,,"In a medical study on 'TRH + steroids versus steroids alone (intention-to-treat)', the outcome is 'Death prior to hospital discharge'. Is this considered a positive or negative health outcome?",Q37,empty,available
CD000019,Ballard 1992b,STD-Ballard-1992b 0.761 0.481 91 89,-0.300104592450338,0.527610666943927,180,Pregnancy & Childbirth,efficacy,DICH,1,3,yes,1992.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (timing of delivery subgroups),-0.568799327330947,negative,negative,negative,negative.,negative,"negative.

death prior",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9954612189403396,"negative
",neg,neg,negative.,neg,negative.,neg,0.690673479324049,0.8964594862083007, negative,"negative 
",neg,neg,0.9796406478147958,0.557556995124438,,"In a medical study on 'TRH + steroids versus steroids alone (timing of delivery subgroups)', the outcome is 'Death prior to hospital discharge'. Is this considered a positive or negative health outcome?",Q38,empty,available
CD000019,Campos 1993,STD-Campos-1993 0.747 0.56 66 69,-0.320211715749433,0.612682313877395,135,Pregnancy & Childbirth,efficacy,DICH,1,4,yes,1993.0,Death prior to hospital discharge,TRH + steroids versus steroids alone (optimally treated variously defined),-0.522639071663347,negative,negative,negative,negative.,negative,"negative.

death prior",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9946976278659112,"negative
",neg,neg,negative.,neg,negative.,neg,0.7360655574030798,0.9079085115163968, negative,"negative 
",neg,neg,0.9830736776152604,0.671557225083931,,"In a medical study on 'TRH + steroids versus steroids alone (optimally treated variously defined)', the outcome is 'Death prior to hospital discharge'. Is this considered a positive or negative health outcome?",Q39,empty,available
CD000020,Huchet 1987,STD-Huchet-1987 0.172 1.079 927 955,-1.76722490526431,1.08111068862228,1882,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Incidence of Rhesus D alloimmunisation during pregnancy,Anti-D administration in pregnancy,-1.63463826957106,negative,negative,negative,negative.,"negative, because rhes","negative.

rhesus",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9908749403739174,"negative
",neg,neg,negative.,neg,negative,neg,0.3858678079482934,0.9162873576447136, negative,"negative 
",neg,neg,0.8386611102591494,0.7258010313626188,,"In a medical study on 'Anti-D administration in pregnancy', the outcome is 'Incidence of Rhesus D alloimmunisation during pregnancy'. Is this considered a positive or negative health outcome?",Q40,empty,available
CD000021,International 1966,STD-International-1966 0.045 0.212 3389 1476,-3.73425004005463,0.4213003511728,4865,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1969.0,Immunisation after 6 months,"Anti-D prophylaxis postpartum (overall, irrespective of ABO status)",-8.86362907047043,positive,positive,negative,negative.,positive,"positive.

immunisation",pos,negative,pos,neg,neg,pos,pos,neg,pos,"negative
",negative,0.9896730964395466,"negative
",neg,neg,positive.,pos,neutral,neu,0.3858907391447215,0.4611664794735222, positive,"positive 
",pos,pos,0.9837096911795804,0.7051251413052414,,"In a medical study on 'Anti-D prophylaxis postpartum (overall, irrespective of ABO status)', the outcome is 'Immunisation after 6 months'. Is this considered a positive or negative health outcome?",Q41,empty,available
CD000021,MRC 1974,STD-MRC-1974 3.355 0.634 898 902,1.39746766171802,0.791981506486565,1800,Pregnancy & Childbirth,efficacy,DICH,1,7,no,1974.0,Immunisation after 6 months,"Dosage comparison, up to 50 ug versus more than 50 ug anti-D",1.76452057310977,neutral,neutral,positive,positive,positive,"positive.

the outcome",pos,negative,neu,pos,pos,pos,pos,neg,neu,"negative
",negative,0.975009897259916,"negative
",neg,neg,positive.,pos,neutral,neu,0.3989812144550251,0.6146785130007577, positive,"positive 
",pos,pos,0.9943888905793724,0.6273426850354831,,"In a medical study on 'Dosage comparison, up to 50 ug versus more than 50 ug anti-D', the outcome is 'Immunisation after 6 months'. Is this considered a positive or negative health outcome?",Q42,empty,available
CD000022,Abele-Horn 1997,STD-Abele_x002d_Horn-1997 1.17 0.593 58 30,0.157185583522413,0.593452345731122,88,Lungs,efficacy,DICH,1,1,no,1997.0,Overall mortality,Topical plus systemic versus no prophylaxis,0.264866395175779,negative,negative,negative,negative.,"negative, as a","negative.

overall mortality",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9950172905871582,"negative
",neg,neg,negative.,neg,negative,neg,0.5862659921517395,0.5685565325728189, negative,"negative 
",neg,neg,0.6859986817753692,0.8243014887755153,,"In a medical study on 'Topical plus systemic versus no prophylaxis', the outcome is 'Overall mortality'. Is this considered a positive or negative health outcome?",Q43,empty,available
CD000022,Bergmans 2001,STD-Bergmans-2001 0.714 0.283 87 139,-0.337364695404233,0.283419028162946,226,Lungs,efficacy,DICH,1,2,no,2001.0,Overall mortality,Topical versus control,-1.19033890416938,negative,negative,negative,negative.,negative,"negative.

overall mortality",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9989013211899984,"negative
",neg,neg,negative.,neg,negative,neg,0.5855408600924563,0.7040130772759489, negative,"negative 
",neg,neg,0.8353131469518369,0.7010568574136388,,"In a medical study on 'Topical versus control', the outcome is 'Overall mortality'. Is this considered a positive or negative health outcome?",Q44,empty,available
CD000023,Brink 1951,STD-Brink-1951 0.659 0.087 277 198,-0.90917743967985,0.192294479578258,475,Lungs,efficacy,DICH,1,1,no,1951.0,Symptom of sore throat on day 3,Antibiotics versus placebo for the treatment of sore throats: symptom of sore throat,-4.72804753248178,negative,neutral,negative,negative.,"negative, because it","negative.

a reduction",neg,negative,neu,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9993007651786864,"negative
",neg,neg,negative.,neg,neutral,neu,0.4193702280114322,0.5705295881205689, neutral,"negative 
",neu,neg,0.8818325927911468,0.2831720458509442,,"In a medical study on 'Antibiotics versus placebo for the treatment of sore throats: symptom of sore throat', the outcome is 'Symptom of sore throat on day 3'. Is this considered a positive or negative health outcome?",Q45,empty,available
CD000023,Catanzaro 1954,STD-Catanzaro-1954 0.733 0.34 650 220,-0.325422400434628,0.358057437019716,870,Lungs,efficacy,DICH,1,4,no,1954.0,Incidence of acute rheumatic fever within 2 months. Rheumatic fever defined by clinical diagnosis,Antibiotics versus placebo for the treatment of sore throat: incidence of complications,-0.908855303057728,negative,negative,negative,negative.,"negative

the inc","negative.

acute rheumatic",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9961157425196934,"negative
",neg,neg,negative.,neg,negative,neg,0.6338948386880366,0.735182946926611, negative,"negative 
",neg,neg,0.9282993793154802,0.6171941163952946,,"In a medical study on 'Antibiotics versus placebo for the treatment of sore throat: incidence of complications', the outcome is 'Incidence of acute rheumatic fever within 2 months. Rheumatic fever defined by clinical diagnosis'. Is this considered a positive or negative health outcome?",Q46,empty,available
CD000023,Nelson 1984,STD-Nelson-1984 1.271 0.263 17 18,0.65232518603969,0.712974987873581,35,Lungs,efficacy,DICH,1,2,no,1984.0,Symptom of fever on day 3,Antibiotics versus control for the treatment of sore throat: symptom of fever,0.914934180209075,negative,neutral,negative,negative.,"negative, because the presence","positive.

a reduction",neg,negative,neu,neg,neg,neg,pos,neg,neg,"negative
",negative,0.9989992311035458,"negative
",neg,neg,negative.,neg,negative,neg,0.516593779168535,0.4718667239882957, negative,"negative 
",neg,neg,0.7272578385308578,0.4362339176531405,,"In a medical study on 'Antibiotics versus control for the treatment of sore throat: symptom of fever', the outcome is 'Symptom of fever on day 3'. Is this considered a positive or negative health outcome?",Q47,empty,available
CD000024,ARGIS-1 2004,STD-ARGIS_x002d_1-2004 1.277 0.366 83 46,0.246674048724404,0.368612074642891,129,Neurology,efficacy,DICH,1,1,no,2004.0,Dead or dependent at end of follow up (if > 1 month),Anticoagulant versus control in acute presumed ischaemic stroke,0.669196875776195,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.99253902588788,"negative
",neg,neg,negative.,neg,negative.,neg,0.614420051783316,0.9353002653698466, negative,"negative 
",neg,neg,0.9783584774965433,0.5843619076727564,,"In a medical study on 'Anticoagulant versus control in acute presumed ischaemic stroke', the outcome is 'Dead or dependent at end of follow up (if > 1 month)'. Is this considered a positive or negative health outcome?",Q48,empty,available
CD000025,Denmark 2000,STD-Denmark-2000 0.934 0.216 14 17,-0.262364264467491,0.822753351207442,31,Pregnancy & Childbirth,efficacy,DICH,1,9,no,2000.0,Other antihypertensive therapy,Magnesium chloride versus methyl dopa,-0.318885683154562,neutral,neutral,neutral,negative.,neutral,neutral,neu,negative,neu,neu,neg,neu,neu,neg,neu,"negative
",negative,0.8855280758948962,"negative
",neg,neg,positive.,pos,neutral,neu,0.3843843462801042,0.7748305032128026, neutral,"neutral 
",neu,neu,0.5467072990784849,0.8460199002824107,,"In a medical study on 'Magnesium chloride versus methyl dopa', the outcome is 'Other antihypertensive therapy'. Is this considered a positive or negative health outcome?",Q49,empty,available
CD000025,India 2008,STD-India-2008 0.2 1.524 25 25,-1.69111594344837,1.57536309394497,50,Pregnancy & Childbirth,efficacy,DICH,1,6,no,2008.0,Eclampsia,Magnesium sulphate versus phenytoin,-1.07347693363409,negative,negative,negative,negative.,negative,"negative.

eclamp",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9993737356554282,"negative
",neg,neg,negative.,neg,negative,neg,0.6485907815247575,0.8981613624692123, negative,"negative 
",neg,neg,0.4019825918519925,0.6264357495565396,,"In a medical study on 'Magnesium sulphate versus phenytoin', the outcome is 'Eclampsia'. Is this considered a positive or negative health outcome?",Q50,empty,available
CD000025,Magpie Trial 2002,STD-Magpie-Trial-2002 0.576 0.556 1297 1345,-0.554297995148075,0.559136484154963,2642,Pregnancy & Childbirth,efficacy,DICH,1,1,no,2002.0,Maternal death,Magnesium sulphate versus none/placebo (subgroups by severity of pre-eclampsia),-0.99134649742236,negative,negative,negative,negative.,negative,"negative.

maternal",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9669140796097389,"negative
",neg,neg,negative.,neg,negative.,neg,0.671631961387277,0.811693733018222, negative,"negative 
",neg,neg,0.9874884815683986,0.4272750818684159,,"In a medical study on 'Magnesium sulphate versus none/placebo (subgroups by severity of pre-eclampsia)', the outcome is 'Maternal death'. Is this considered a positive or negative health outcome?",Q51,empty,available
CD000025,Mexico 1992,STD-Mexico-1992 3 1.602 19 19,1.15125602215353,1.66493326352823,38,Pregnancy & Childbirth,efficacy,DICH,1,7,no,1992.0,Eclampsia,Magnesium sulphate versus diazepam,0.69147277393801,negative,negative,negative,negative.,negative,"negative.

eclamp",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.999103050729696,"negative
",neg,neg,negative.,neg,negative,neg,0.6593387999794387,0.9134476373033376, negative,"negative 
",neg,neg,0.460306176860807,0.5449062948556153,,"In a medical study on 'Magnesium sulphate versus diazepam', the outcome is 'Eclampsia'. Is this considered a positive or negative health outcome?",Q52,empty,available
CD000025,Nimodipine SG 2003,STD-Nimodipine-SG-2003 0.329 0.434 831 819,-1.13067422112777,0.439252678467964,1650,Pregnancy & Childbirth,efficacy,DICH,1,8,no,2003.0,Eclampsia,Magnesium sulphate versus nimodipine,-2.57408611615384,negative,negative,negative,negative.,negative,"negative.

eclamp",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9985675407505776,"negative
",neg,neg,negative.,neg,negative,neg,0.6694487484793354,0.9232067192539876," neutral

","negative 
",neu,neg,0.5042384676703036,0.6532399727447068,,"In a medical study on 'Magnesium sulphate versus nimodipine', the outcome is 'Eclampsia'. Is this considered a positive or negative health outcome?",Q53,empty,available
CD000026,Benhamou 1991a,STD-Benhamou-1991a 0.984 0.684 63 62,-0.0170944333593002,0.730883391419396,125,Oncology,efficacy,DICH,1,1,no,1991.0,Death,Antifungals versus placebo or no treatment,-0.0233887287082859,negative,negative,negative,negative.,"negative

while","negative.

death is",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9997901359245466,"negative
",neg,neg,negative.,neg,negative.,neg,0.7636828558308308,0.8107988085179245, negative,"negative 
",neg,neg,0.970606792359696,0.6084495301213559,,"In a medical study on 'Antifungals versus placebo or no treatment', the outcome is 'Death'. Is this considered a positive or negative health outcome?",Q54,empty,available
CD000027,Read 1977,STD-Read-1977 0.045 0.72 15 15,-4.51085950651685,1.28388147753274,30,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1977.0,Failure to obtain relief,Antihistamines versus aspirin for itching in late pregnancy,-3.5134547740228,negative,negative,negative,negative.,negative,"negative.

the outcome",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9971221437902256,"negative
",neg,neg,negative.,neg,negative,neg,0.6959636537500882,0.911152657055614, negative,"negative 
",neg,neg,0.9603516187020577,0.6292725596308008,,"In a medical study on 'Antihistamines versus aspirin for itching in late pregnancy', the outcome is 'Failure to obtain relief'. Is this considered a positive or negative health outcome?",Q55,empty,available
CD000028,Carter 1970,STD-Carter-1970 0.919 0.412 22 26,-0.1261512853269,0.616001988671047,48,Heart & Hypertension,efficacy,DICH,1,1,no,1970.0,Total mortality,Antihypertensive drug therapy vs control in adults 60 years or older,-0.204790386471084,negative,negative,negative,negative.,negative,"negative.

total mortality",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9834709932292612,"negative
",neg,neg,negative.,neg,negative.,neg,0.6235763616445881,0.850657374812301, negative,"negative 
",neg,neg,0.8666837790352447,0.5306579606994419,,"In a medical study on 'Antihypertensive drug therapy vs control in adults 60 years or older', the outcome is 'Total mortality'. Is this considered a positive or negative health outcome?",Q56,empty,available
CD000029,CAST 1997,STD-CAST-1997 0.95 0.03 10554 10552,-0.0508720416143071,0.0299284077992531,21106,Neurology,efficacy,DICH,1,1,no,1997.0,Death or dependence at end of follow-up,Antiplatelet drug versus control in acute presumed ischaemic stroke,-1.6997911133641,negative,negative,negative,negative.,negative. death or,"negative.

death or",neg,negative,neg,neg,neg,neg,neg,neg,neg,"negative
",negative,0.9947794990275388,"negative
",neg,neg,negative.,neg,negative.,neg,0.6032952882126953,0.9103579482429508, negative,"negative 
",neg,neg,0.9552431346702552,0.5502491216800769,,"In a medical study on 'Antiplatelet drug versus control in acute presumed ischaemic stroke', the outcome is 'Death or dependence at end of follow-up'. Is this considered a positive or negative health outcome?",Q57,empty,available
